audio_path,text,duration
data/TRAIN/DR3/MRDS0/SI537.WAV,it_is_one_of_the_rare_public_ventures_here_on_which_nearly_everyone_is_agreed,58369
data/TRAIN/DR7/FKDE0/SX241.WAV,the_hallway_opens_into_a_huge_chamber,44136
data/TRAIN/DR5/MTAT0/SI1740.WAV,probably_around_midnight_give_or_take_an_hour_either_way,50177
data/TRAIN/DR8/MMPM0/SX161.WAV,as_a_precaution_the_outlaws_bought_gunpowder_for_their_stronghold,66151
data/TRAIN/DR2/MMAG0/SI1126.WAV,and_let_me_add_utopianism_also,52840
data/TRAIN/DR7/MWRP0/SX183.WAV,why_else_would_danny_allow_others_to_go,45671
data/TRAIN/DR2/FSCN0/SX446.WAV,thomas_thinks_a_larger_clamp_solves_the_problem,59700
data/TRAIN/DR6/MSDS0/SI2337.WAV,alice_i_tell_you_my_feet_are_like_chopped_beefsteak,59700
data/TRAIN/DR2/MJMA0/SX415.WAV,move_the_garbage_nearer_to_the_large_window,35328
data/TRAIN/DR7/MBTH0/SI757.WAV,stoneware_clay_for_tiles,33690
data/TRAIN/DR4/MTAS0/SX125.WAV,westchester_is_a_county_in_new_york,31437
data/TRAIN/DR7/MTPR0/SX160.WAV,as_coauthors_we_presented_our_new_book_to_the_haughty_audience,67584
data/TRAIN/DR4/MRAB1/SX308.WAV,shipbuilding_is_a_most_fascinating_process,51200
data/TRAIN/DR1/FSJK1/SI2285.WAV,the_girl_nodded_understandingly,31847
data/TRAIN/DR1/MWAR0/SX235.WAV,i_itemize_all_accounts_in_my_agency,43725
data/TRAIN/DR5/FDTD0/SI1561.WAV,the_surgeon_carried_a_cage_of_live_pigeons,50893
data/TRAIN/DR6/FTAJ0/SX339.WAV,did_shawn_catch_that_big_goose_without_help,31949
data/TRAIN/DR4/MJSR0/SX254.WAV,do_they_allow_atheists_in_church,48845
data/TRAIN/DR3/FPAZ0/SX63.WAV,continental_drift_is_a_geological_theory,48128
data/TRAIN/DR4/MSMS0/SI803.WAV,insulate_weatherstrip_double_glaze_to_the_maximum,54477
data/TRAIN/DR6/MTXS0/SI2320.WAV,this_is_the_second_year_your_mothers_donated_my_fishing_tackle_to_the_bazaar,72704
data/TRAIN/DR5/MRAV0/SI1638.WAV,what_possessed_you_to_tell_me_a_clotheshorse_would_be_a_good_idea,52532
data/TRAIN/DR6/MPGR1/SX419.WAV,the_football_team_coach_has_a_watch_thin_as_a_dime,49050
data/TRAIN/DR1/MTJS0/SI1192.WAV,so_of_course_he_stayed_put,37786
data/TRAIN/DR6/MPGR1/SI2129.WAV,his_body_pitched_back_and_forth_on_the_bench,44647
data/TRAIN/DR7/MDED0/SX270.WAV,are_holiday_aprons_available_to_us,41678
data/TRAIN/DR6/FSGF0/SI1557.WAV,they_had_vermouth_sitting_in_front_of_a_cafe,45978
data/TRAIN/DR3/FJLR0/SI1231.WAV,and_their_chroniclers_are_not_the_dramatic_poets_but_the_prose_novelists,69325
data/TRAIN/DR3/MCEF0/SX325.WAV,the_full_moon_shone_brightly_that_night,38298
data/TRAIN/DR5/MDWH0/SX215.WAV,the_sermon_emphasized_the_need_for_affirmative_action,62260
data/TRAIN/DR1/FSAH0/SX327.WAV,al_received_a_joint_appointment_in_the_biology_and_engineering_departments,79975
data/TRAIN/DR2/FCYL0/SX217.WAV,how_permanent_are_their_records,33485
data/TRAIN/DR4/MRFL0/SX256.WAV,the_irate_actor_stomped_away_idiotically,45979
data/TRAIN/DR7/MDED0/SI540.WAV,thus_there_is_a_clearer_division_of_authority_administrative_and_legislative,76392
data/TRAIN/DR5/MDSJ0/SX292.WAV,these_exclusive_documents_must_be_locked_up_at_all_times,55911
data/TRAIN/DR3/MAKB0/SI1646.WAV,your_leg_muscles_and_back_muscles_feel_weary,48845
data/TRAIN/DR6/MCAE0/SX97.WAV,penguins_live_near_the_icy_antarctic,46695
data/TRAIN/DR3/MWGR0/SI976.WAV,now_a_distinguished_old_man_called_on_nine_divinities_to_come_and_join_us,59495
data/TRAIN/DR5/MJDM0/SX440.WAV,the_advertising_verse_of_plymouth_variety_store_never_changes,61952
data/TRAIN/DR7/MCTH0/SX39.WAV,barbs_gold_bracelet_was_a_graduation_present,48231
data/TRAIN/DR5/FLJG0/SX171.WAV,the_diagnosis_was_discouraging_however_he_was_not_overly_worried,80180
data/TRAIN/DR7/MMDG0/SI520.WAV,success_for_many_turnpikes_has_come_hard,51508
data/TRAIN/DR6/MRXB0/SX325.WAV,the_full_moon_shone_brightly_that_night,41677
data/TRAIN/DR2/FPJF0/SX326.WAV,steve_collects_rare_and_novel_coins,36557
data/TRAIN/DR2/MJAE0/SX174.WAV,the_haunted_house_was_a_hit_due_to_outstanding_audio_visual_effects,60621
data/TRAIN/DR1/FECD0/SI788.WAV,we_have_become_amateur_insurance_experts_and_fine_feathered_yard_birds,82535
data/TRAIN/DR2/MJDE0/SI490.WAV,maybe_its_taking_longer_to_get_things_squared_away_than_the_bankers_expected,82024
data/TRAIN/DR4/FPAF0/SI1684.WAV,she_asked_with_a_reportorial_gleam_in_her_eye,45876
data/TRAIN/DR2/MJEB0/SX170.WAV,the_mayan_neoclassic_scholar_disappeared_while_surveying_ancient_ruins,73216
data/TRAIN/DR2/MMAG0/SX316.WAV,that_dog_chases_cats_mercilessly,49256
data/TRAIN/DR3/MDHS0/SX90.WAV,the_thinker_is_a_famous_sculpture,31642
data/TRAIN/DR1/MDAC0/SI1837.WAV,her_hum_became_a_gurgle_of_surprise,35636
data/TRAIN/DR2/FEAC0/SI1245.WAV,object_a_village_crossroads,37888
data/TRAIN/DR8/FJRB0/SI672.WAV,none_should_ask_less,23245
data/TRAIN/DR2/FSKL0/SX89.WAV,its_hard_to_tell_an_original_from_a_forgery,44544
data/TRAIN/DR3/FDJH0/SI2195.WAV,virus_infection_nothing_shed_scream_at_him,49972
data/TRAIN/DR4/MMDM0/SX231.WAV,i_honor_my_mom,25908
data/TRAIN/DR3/FALK0/SX186.WAV,would_a_tomboy_often_play_outdoors,38504
data/TRAIN/DR3/MGAF0/SI1912.WAV,it_cost_us_a_hundred_thousand_dollars_and_thirty_days_lost_time_to_fix_them,60416
data/TRAIN/DR4/MMGC0/SX405.WAV,of_course_you_can_have_another_tunafish_sandwich,37888
data/TRAIN/DR3/MMAR0/SI1966.WAV,although_they_drew_light_ground_fire_they_saw_no_signs_of_activity,78644
data/TRAIN/DR1/MGRL0/SI1497.WAV,from_childhood_he_had_known_all_about_knives,38196
data/TRAIN/DR1/MDPK0/SI1053.WAV,whatever_their_faults_they_are_not_hypocrites,57856
data/TRAIN/DR4/FALR0/SI1955.WAV,like_enough_well_all_be_up_on_top_by_sundown,40960
data/TRAIN/DR7/FMAH1/SX159.WAV,the_government_sought_authorization_of_his_citizenship,53044
data/TRAIN/DR7/MHBS0/SX45.WAV,addition_and_subtraction_are_learned_skills,38810
data/TRAIN/DR2/FDXW0/SX251.WAV,we_apply_auditory_modeling_to_computer_speech_recognition,48231
data/TRAIN/DR7/MDPB0/SX326.WAV,steve_collects_rare_and_novel_coins,41677
data/TRAIN/DR2/MARC0/SX108.WAV,his_scalp_was_blistered_from_todays_hot_sun,37069
data/TRAIN/DR6/FRJB0/SI1794.WAV,but_why_pay_her_bills,28877
data/TRAIN/DR4/MJEE0/SX157.WAV,remove_the_splinter_with_a_pair_of_tweezers,39015
data/TRAIN/DR2/MDPS0/SX449.WAV,ralph_prepared_red_snapper_with_fresh_lemon_sauce_for_dinner,52122
data/TRAIN/DR1/MJWT0/SI751.WAV,serve_in_frankfurter_buns_or_as_a_meat_dish,49255
data/TRAIN/DR2/MEFG0/SI491.WAV,hiring_the_wife_for_ones_company_may_win_her_tax_aided_retirement_income,72807
data/TRAIN/DR3/FMJF0/SX84.WAV,cooperation_along_with_understanding_alleviate_dispute,66151
data/TRAIN/DR1/FCJF0/SI648.WAV,a_sailboat_may_have_a_bone_in_her_teeth_one_minute_and_lie_becalmed_the_next,57856
data/TRAIN/DR6/MSJK0/SI2226.WAV,but_then_redheads_are_often_pale,34407
data/TRAIN/DR8/MBCG0/SX237.WAV,the_courier_was_a_dwarf,26829
data/TRAIN/DR2/MDMT0/SI572.WAV,sewing_brings_numbness_writes_what_makes_my_hands_numb_when_sewing,63386
data/TRAIN/DR7/MBOM0/SX204.WAV,even_i_occasionally_get_the_monday_blues,33997
data/TRAIN/DR5/MREW1/SX60.WAV,the_legislature_met_to_judge_the_state_of_public_education,53965
data/TRAIN/DR3/MAKR0/SI1982.WAV,two_cars_came_over_a_crest_their_chrome_and_glass_flashing,47719
data/TRAIN/DR3/MDLC0/SI1395.WAV,the_elementary_school_child_grows_gradually_in_his_ability_to_work_in_groups,83866
data/TRAIN/DR7/FSPM0/SI1241.WAV,in_many_of_his_poems_death_comes_by_train_a_strongly_evocative_visual_image,88064
data/TRAIN/DR7/FPAB1/SX31.WAV,a_good_attitude_is_unbeatable,35124
data/TRAIN/DR5/MTMT0/SX38.WAV,young_people_participate_in_athletic_activities,45875
data/TRAIN/DR5/MWAC0/SI1601.WAV,two_clotted_balls_the_color_of_mucus_rolled_between_fiery_lids,74445
data/TRAIN/DR3/MDTB0/SI1200.WAV,let_him_become_honest_and_they_discard_him,31130
data/TRAIN/DR5/MRVG0/SX330.WAV,count_the_number_of_teaspoons_of_soysauce_that_you_add,40347
data/TRAIN/DR4/FLHD0/SI1974.WAV,as_if_drawn_by_a_wire_the_enemy_flew_into_them,48128
data/TRAIN/DR4/MJMM0/SX85.WAV,cement_is_measured_in_cubic_yards,36660
data/TRAIN/DR7/FVKB0/SX79.WAV,will_you_please_describe_the_idiotic_predicament,44545
data/TRAIN/DR6/FAPB0/SI1063.WAV,no_question_ruffles_him_or_causes_him_to_hesitate,68916
data/TRAIN/DR5/MRML0/SX161.WAV,as_a_precaution_the_outlaws_bought_gunpowder_for_their_stronghold,74957
data/TRAIN/DR4/MMGC0/SX135.WAV,technical_writers_can_abbreviate_in_bibliographies,45466
data/TRAIN/DR4/FSSB0/SX362.WAV,the_annoying_raccoons_slipped_into_phils_garden_every_night,71885
data/TRAIN/DR1/MPGR0/SI780.WAV,the_side_ones_are_half_inch_narrower,36864
data/TRAIN/DR2/MJEB0/SX296.WAV,the_two_artists_exchanged_autographs,41780
data/TRAIN/DR5/FTBW0/SX265.WAV,the_saw_is_broken_so_chop_the_wood_instead,44442
data/TRAIN/DR7/FKDE0/SI1771.WAV,a_thick_crimson_carpet_muffled_every_footfall,72398
data/TRAIN/DR1/FKFB0/SI1608.WAV,she_smiled_and_teeth_gleamed_in_her_beautifully_modeled_olive_face,76391
data/TRAIN/DR6/MPGR1/SX329.WAV,chip_postponed_alimony_payments_until_the_latest_possible_date,58471
